Dwelling Identifier,Unit No,Street No,Street Name,Dwelling Suburb,Dwelling Postcode,LGA,NumberOfBedrooms,Acquisition Date,Disposal Date,Assistance Type,Property Source,Targeted,Target Group,Has Nomination Rights,Nomination Rights -Name,Nomination Rights -ABN,Sublet to Name,Sublet to ABN,Sublet Date,Disability Modifications,Dwelling Type,Class,Condition Surveyed,Met standards,Smoke alarm tested,Smoke alarm tested and in working order,Overdue Reason,Availability Status,FaCS Program,NRAS Funded,MarketRent,Method for determining Market Rent (NRAS),Boarding units or room,Number of Tenancies at full capacity,Number Rooms Untenantable,Program,AssetType,Branch,full_address,lat,lon,google_maps_link
1335,2,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,1,2011-04-18,,General Housing,Owned,No,,No,,,,,,Fully Modified,Unit,Class 1a,,,2024-02-26,2024-02-26,,Tenantable,,No,320.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
1336,3,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,1,2011-04-18,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,320.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
13362,1,12,Fairview Place,Cessnock,2325,Cessnock,3,2020-12-10,,General Housing,Leasehold,No,,No,,,,,,,Duplex,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,CHLP,No,500.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations East Maitland,"12 Fairview Place, Cessnock, 2325, Australia",-32.8295572,151.3476513,"https://www.google.com/maps/search/?api=1&query=12+Fairview+Place,+Cessnock,+2325,+Australia"
13363,4,2,Primrose Street,Wingham,2429,Mid-Coast,1,2020-11-30,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2023-11-02,2023-11-02,,Tenantable,CHLP,No,270.0,Other,,,,SHMT-GSHLeasehold,Leasehold-GSH,Operations Taree,"2 Primrose Street, Wingham, 2429, Australia",-31.8687672,152.3719397,"https://www.google.com/maps/search/?api=1&query=2+Primrose+Street,+Wingham,+2429,+Australia"
1337,4,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,1,2011-04-18,,General Housing,Owned,No,,No,,,,,,Fully Modified,Unit,Class 1a,,,2024-02-26,2024-02-26,,Tenantable,,No,320.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
1338,5,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,2,2011-04-18,,General Housing,Owned,No,,No,,,,,,Fully Modified,Townhouse,Class 1a,,,2024-06-21,2024-06-21,,Tenantable,,No,485.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
13380,,18,Yulong Street,Dubbo,2830,Dubbo,4,2020-12-17,,General Housing,Leasehold,No,,No,,,,,,,House,Class 1a,,,2023-09-25,2023-09-25,,Tenantable,CHLP,No,430.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations Dubbo,"18 Yulong Street, Dubbo, 2830, Australia",-32.2397737,148.5884931,"https://www.google.com/maps/search/?api=1&query=18+Yulong+Street,+Dubbo,+2830,+Australia"
13383,5,67,Marks Point Road,Marks Point,2280,Lake Macquarie,2,2020-12-11,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,CHLP,No,420.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations Lake Macquarie,"67 Marks Point Road, Marks Point, 2280, Australia",-33.0551476,151.64145,"https://www.google.com/maps/search/?api=1&query=67+Marks+Point+Road,+Marks+Point,+2280,+Australia"
1339,6,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,2,2011-04-18,,General Housing,Owned,Yes,Indigenous,Yes,Awabakal,93865911384,,,,Fully Modified,Townhouse,Class 1a,,,2024-04-22,2024-04-22,,Tenantable,,No,485.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
13398,,144,Charlestown Road,Kotara,2290,Lake Macquarie,3,2021-01-08,,Transitional Housing,Leasehold,No,,Yes,Jennys Place,28646270077,,,,,House,Class 1a,,,2023-09-27,2023-09-27,,Tenantable,Crisis,No,600.0,Other,,,,Crisis Program Leasehold,Leasehold-TRANSITIONAL,Operations Lake Macquarie,"144 Charlestown Road, Kotara, 2290, Australia",-32.9485129,151.6859953,"https://www.google.com/maps/search/?api=1&query=144+Charlestown+Road,+Kotara,+2290,+Australia"
1340,7,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,2,2011-04-18,,General Housing,Owned,Yes,Indigenous,Yes,Awabakal,93865911384,,,,Fully Modified,Townhouse,Class 1a,,,2024-02-20,2024-02-20,,Tenantable,,No,485.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
13400,2,12,Canget Street,Wingham,2429,Mid-Coast,2,2021-01-06,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2023-10-27,2023-10-27,,Tenantable,CHLP,No,320.0,Other,,,,SHMT-GSHLeasehold,Leasehold-GSH,Operations Taree,"12 Canget Street, Wingham, 2429, Australia",-31.872107,152.3725739,"https://www.google.com/maps/search/?api=1&query=12+Canget+Street,+Wingham,+2429,+Australia"
13406,,37A,McKeachie Drive,Aberglassyn,2320,Maitland,4,2021-01-14,,General Housing,Leasehold,No,,No,,,,,,,House,Class 1a,,,2024-03-13,2024-03-13,,Tenantable,CHLP,No,580.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations East Maitland,"37A McKeachie Drive, Aberglassyn, 2320, Australia",,,"https://www.google.com/maps/search/?api=1&query=37A+McKeachie+Drive,+Aberglassyn,+2320,+Australia"
1341,8,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,1,2011-04-18,,General Housing,Owned,No,,No,,,,,,Accessible,Unit,Class 1a,,,2023-12-14,2023-12-14,,Tenantable,,No,320.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
13415,302,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
13416,304,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
13417,305,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
13418,314,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
13419,405,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
1342,9,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,1,2011-04-18,,General Housing,Owned,No,,No,,,,,,Accessible,Unit,Class 1a,,,2023-10-12,2023-10-12,,Tenantable,,No,320.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
13420,414,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
13421,505,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
13422,514,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
13423,605,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
13424,614,2,Sergeant Street,Edmondson Park,2174,Liverpool,1,2021-01-20,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2 Sergeant Street, Edmondson Park, 2174, Australia",-33.9709748,150.8575721,"https://www.google.com/maps/search/?api=1&query=2+Sergeant+Street,+Edmondson+Park,+2174,+Australia"
13426,,8,Farquhar Street,Wingham,2429,Mid-Coast,4,2021-01-14,,General Housing,Leasehold,No,,No,,,,,,,Cottage,Class 1a,,,2023-11-01,2023-11-01,,Tenantable,CHLP,No,460.0,Other,,,,SHMT-GSHLeasehold,Leasehold-GSH,Operations Taree,"8 Farquhar Street, Wingham, 2429, Australia",-31.8694634,152.3668976,"https://www.google.com/maps/search/?api=1&query=8+Farquhar+Street,+Wingham,+2429,+Australia"
13435,2,2,Avena Path,Waratah West,2298,Newcastle,1,2021-02-17,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2023-11-30,2023-11-30,,Tenantable,COMPAO1,No,380.0,Other,,,,Asset Ownership - Aff Lev FLAT,Leveraged Affordable,Operations Newcastle,"2 Avena Path, Waratah West, 2298, Australia",,,"https://www.google.com/maps/search/?api=1&query=2+Avena+Path,+Waratah+West,+2298,+Australia"
1344,1,23,Park Avenue,Argenton,2284,Lake Macquarie,2,2007-02-01,,General Housing,Capital,No,,Yes,Flourish Australia,66001280628,,,,,Townhouse,Class 1a,,,2023-08-04,2023-08-04,,Tenantable,,No,485.0,Rent & Sales Report,,,,HASI Program Capital,Capital-GSH,Operations Lake Macquarie,"23 Park Avenue, Argenton, 2284, Australia",-32.9315499,151.6362305,"https://www.google.com/maps/search/?api=1&query=23+Park+Avenue,+Argenton,+2284,+Australia"
13441,2108,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
13442,2507,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
13443,2607,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
13444,2707,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
13445,2708,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
13446,2807,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
13447,2808,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,0.01,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
13448,2907,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
13449,21007,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
1345,2,23,Park Avenue,Argenton,2284,Lake Macquarie,2,2007-02-01,,General Housing,Capital,No,,Yes,Flourish Australia,66001280628,,,,,Duplex,Class 1a,,,2022-02-07,2022-02-07,Non-Access - In progress for access order,Tenantable,,No,450.0,Rent & Sales Report,,2.0,0.0,HASI Program Capital,Capital-GSH,Operations Lake Macquarie,"23 Park Avenue, Argenton, 2284, Australia",-32.9315499,151.6362305,"https://www.google.com/maps/search/?api=1&query=23+Park+Avenue,+Argenton,+2284,+Australia"
13450,21107,1328,Gold Coast Highway,Palm Beach,4221,Gold Coast,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,97824335975,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"1328 Gold Coast Highway, Palm Beach, 4221, Australia",-28.1096617,153.4661199,"https://www.google.com/maps/search/?api=1&query=1328+Gold+Coast+Highway,+Palm+Beach,+4221,+Australia"
1346,3,23,Park Avenue,Argenton,2284,Lake Macquarie,2,2007-02-01,,General Housing,Capital,No,,Yes,Flourish Australia,66001280628,,,,Accessible,Unit,Class 1a,,,2024-04-16,2024-04-16,,Tenantable,,No,450.0,Rent & Sales Report,,,,HASI Program Capital,Capital-GSH,Operations Lake Macquarie,"23 Park Avenue, Argenton, 2284, Australia",-32.9315499,151.6362305,"https://www.google.com/maps/search/?api=1&query=23+Park+Avenue,+Argenton,+2284,+Australia"
13464,1,416,Pacific HWY,Belmont,2280,Lake Macquarie,2,2021-02-26,,Affordable Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,2021-02-26,Yes,2023-02-24,2023-02-24,,Tenantable,SAHF,No,450.0,Other,,,,SAHF-AFFCOMPASS,Leveraged Affordable,Operations Lake Macquarie,"416 Pacific HWY, Belmont, 2280, Australia",,,"https://www.google.com/maps/search/?api=1&query=416+Pacific+HWY,+Belmont,+2280,+Australia"
13465,2,416,Pacific HWY,Belmont,2280,Lake Macquarie,2,2021-02-26,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,2021-02-26,Yes,2024-03-12,2024-03-12,,Tenantable,SAHF,No,450.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Lake Macquarie,"416 Pacific HWY, Belmont, 2280, Australia",-33.0438896,151.6564657,"https://www.google.com/maps/search/?api=1&query=416+Pacific+HWY,+Belmont,+2280,+Australia"
13466,3,416,Pacific HWY,Belmont,2280,Lake Macquarie,2,2021-02-26,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,2021-02-26,Yes,2024-02-13,2024-02-13,,Tenantable,SAHF,No,450.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Lake Macquarie,"416 Pacific HWY, Belmont, 2280, Australia",-33.0438896,151.6564657,"https://www.google.com/maps/search/?api=1&query=416+Pacific+HWY,+Belmont,+2280,+Australia"
13467,4,416,Pacific HWY,Belmont,2280,Lake Macquarie,1,2021-02-26,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,2021-02-26,Yes,2024-02-13,2024-02-13,,Tenantable,SAHF,No,420.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Lake Macquarie,"416 Pacific HWY, Belmont, 2280, Australia",-33.0438896,151.6564657,"https://www.google.com/maps/search/?api=1&query=416+Pacific+HWY,+Belmont,+2280,+Australia"
13468,5,416,Pacific HWY,Belmont,2280,Lake Macquarie,2,2021-02-26,,General Housing,Owned,No,,No,,,,,,Adaptable,Unit,Class 1a,2021-02-26,Yes,2023-09-13,2023-09-13,,Tenantable,SAHF,No,450.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Lake Macquarie,"416 Pacific HWY, Belmont, 2280, Australia",-33.0438896,151.6564657,"https://www.google.com/maps/search/?api=1&query=416+Pacific+HWY,+Belmont,+2280,+Australia"
13469,101,416,Pacific HWY,Belmont,2280,Lake Macquarie,2,2021-02-26,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2021-02-26,Yes,2023-12-13,2023-12-13,,Tenantable,SAHF,No,455.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Lake Macquarie,"416 Pacific HWY, Belmont, 2280, Australia",-33.0438896,151.6564657,"https://www.google.com/maps/search/?api=1&query=416+Pacific+HWY,+Belmont,+2280,+Australia"
1347,4,23,Park Avenue,Argenton,2284,Lake Macquarie,2,2007-02-01,,General Housing,Capital,No,,Yes,Flourish Australia,66001280628,,,,,Duplex,Class 1a,,,2024-05-22,2024-05-22,,Tenantable,,No,450.0,Rent & Sales Report,,,,HASI Program Capital,Capital-GSH,Operations Lake Macquarie,"23 Park Avenue, Argenton, 2284, Australia",-32.9315499,151.6362305,"https://www.google.com/maps/search/?api=1&query=23+Park+Avenue,+Argenton,+2284,+Australia"
13470,102,416,Pacific HWY,Belmont,2280,Lake Macquarie,2,2021-02-26,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2021-02-26,Yes,2024-02-13,2024-02-13,,Tenantable,SAHF,No,455.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Lake Macquarie,"416 Pacific HWY, Belmont, 2280, Australia",-33.0438896,151.6564657,"https://www.google.com/maps/search/?api=1&query=416+Pacific+HWY,+Belmont,+2280,+Australia"
13471,103,416,Pacific HWY,Belmont,2280,Lake Macquarie,2,2021-02-26,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2021-02-26,Yes,2024-06-28,2024-06-28,,Tenantable,SAHF,No,455.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Lake Macquarie,"416 Pacific HWY, Belmont, 2280, Australia",-33.0438896,151.6564657,"https://www.google.com/maps/search/?api=1&query=416+Pacific+HWY,+Belmont,+2280,+Australia"
